ID,Delivery_person_ID,Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Type_of_order,Type_of_vehicle,temperature,humidity,precipitation,weather_description,,Traffic_Level,Distance (km),TARGET
32BE,BANGRES16DEL02,29,4.6,13.029198,77.570997,13.159198,77.700997,Buffet ,scooter ,18.47,93,0,fog,,High,26.59,50.53333333
BB27,MYSRES02DEL02,37,4.6,12.304569,76.643622,12.354569,76.693622,Meal ,motorcycle ,18.2,81,0,broken clouds,,High,12.81,33.1
B18F,JAPRES01DEL02,38,4.4,26.90519,75.810753,27.03519,75.940753,Meal ,motorcycle ,19.93,47,0,clear sky,,Very High,25.37,46.75
9024,HYDRES06DEL02,28,4.9,17.455894,78.375467,17.585894,78.505467,Meal ,motorcycle ,21.02,65,0,broken clouds,,Very High,33.29,58.43333333
E0E4,ALHRES08DEL02,27,4.8,25.450329,81.834279,25.580329,81.964279,Snack ,scooter ,21.79,56,0,clear sky,,Very High,26.79,58.46666667
67A3,JAPRES03DEL01,38,4.9,26.913483,75.803139,27.023483,75.913139,Buffet ,scooter ,19.56,46,0,clear sky,,High,19.67,43.8
78D8,HYDRES010DEL03,36,4.5,17.428294,78.404423,17.518294,78.494423,Snack ,motorcycle ,21.19,64,0,overcast clouds,,Very High,22.17,54.51666667
60D4,JAPRES15DEL03,21,4.8,26.891191,75.802083,26.951191,75.862083,Buffet ,motorcycle ,19.9,68,0,haze,,Moderate,11.23,26.4
4F66,HYDRES06DEL02,33,4.8,17.455894,78.375467,17.505894,78.425467,Snack ,motorcycle ,21.2,65,0,broken clouds,,Moderate,11.6,33.46666667
6625,MYSRES08DEL01,24,4.4,12.297954,76.665169,12.367954,76.735169,Snack ,motorcycle ,18.24,82,0,broken clouds,,Moderate,14.26,31.45
A06D,CHENRES18DEL01,34,4.5,12.981615,80.231598,13.091615,80.341598,Snack ,motorcycle ,26.48,87,0,scattered clouds,,Very High,26.54,73.5
541,SURRES11DEL02,29,4.6,-21.157735,72.768778,21.207735,72.818778,Meal ,electric_scooter ,23.37,43,0,clear sky,,N/A,N/A,#VALUE!
A29B,MUMRES16DEL03,39,4.8,19.120083,72.907385,19.210083,72.997385,Drinks ,scooter ,27.04,44,0,smoke,,High,17.77,50.65
A20F,BANGRES13DEL03,35,4.6,12.935662,77.61413,13.025662,77.70413,Meal ,motorcycle ,19.54,93,0,mist,,High,20.7,45.41666667
43B6,CHENRES19DEL03,28,4.9,12.986047,80.218114,13.046047,80.278114,Drinks ,electric_scooter ,26.49,88,0,mist,,Moderate,14.53,40.95
3CFC,RANCHIRES18DEL01,25,4.9,23.351489,85.324253,23.421489,85.394253,Drinks ,scooter ,16.27,94,0,mist,,High,12.95,49.58333333
40DC,MYSRES010DEL02,24,4.5,12.321214,76.621094,12.401214,76.701094,Drinks ,electric_scooter ,18.46,82,0,broken clouds,,High,18.22,46.98333333
9DEE,VADRES02DEL01,22,4.7,0,0,0.01,0.01,Buffet ,motorcycle ,26.29,85,0.12,light rain,,N/A,N/A,#N/A
D48A,KOCRES01DEL03,37,4.7,9.979363,76.285001,10.009363,76.315001,Snack ,scooter ,22.97,94,0,mist,,Low,5.86,22.51666667
9299,RANCHIRES13DEL01,34,4.2,23.374989,85.335486,23.444989,85.405486,Snack ,scooter ,17.75,68,0,clear sky,,Moderate,17.05,29.11666667
C60F,AURGRES15DEL02,33,4.3,19.878028,75.317475,20.008028,75.447475,Drinks ,electric_scooter ,17.08,82,0,mist,,Very High,26.45,59.93333333
3447,MYSRES14DEL01,25,4.6,0,0,0.01,0.01,Snack ,motorcycle ,26.29,85,0.12,light rain,,N/A,N/A,#N/A
7B8,COIMBRES13DEL02,34,4.8,11.003669,76.976494,11.083669,77.056494,Drinks ,scooter ,24.97,73,0,mist,,Moderate,15.44,42.4
AA27,INDORES20DEL03,20,4.9,22.732225,75.874765,22.792225,75.934765,Meal ,electric_scooter ,17.14,72,0,haze,,Moderate,12.79,26.5
2C30,CHENRES13DEL03,39,4.3,13.027018,80.254791,13.117018,80.344791,Drinks ,motorcycle ,26.44,87,0,scattered clouds,,Very High,20.49,71.1
285E,CHENRES08DEL03,27,4.5,13.022394,80.242439,13.112394,80.332439,Meal ,scooter ,26.45,87,0,scattered clouds,,Very High,22.18,58.18333333
9B60,BANGRES18DEL03,25,4.7,12.913041,77.683237,12.943041,77.713237,Snack ,motorcycle ,19.89,92,0,mist,,High,10.35,42.15
2666,MYSRES07DEL03,26,4.6,12.325461,76.632278,12.415461,76.722278,Snack ,scooter ,18.4,82,0,broken clouds,,Moderate,20.42,35.75
8.20E+06,SURRES010DEL02,27,4.8,21.17106,72.789292,21.22106,72.839292,Snack ,scooter ,23.11,43,0,clear sky,,Low,9.13,23.41666667
65DC,COIMBRES12DEL02,33,4.5,11.000762,76.981876,11.130762,77.111876,Meal ,motorcycle ,25.18,73,0,mist,,High,26.96,48.91666667
3C52,MUMRES02DEL02,24,4.7,19.221315,72.862381,19.351315,72.992381,Meal ,motorcycle ,26.54,49,0,clear sky,,Very High,54.46,102.3333333
333D,RANCHIRES04DEL03,24,4.7,23.359033,85.325347,23.449033,85.415347,Meal ,motorcycle ,17.78,68,0,clear sky,,Moderate,18.49,29.55
3EF1,BANGRES18DEL02,27,4.8,12.913041,77.683237,12.993041,77.763237,Drinks ,motorcycle ,19.76,93,0,mist,,High,20.65,57.53333333
1BEB,INDORES11DEL01,22,4.9,22.751234,75.88949,22.821234,75.95949,Buffet ,motorcycle ,17.19,72,0,haze,,Moderate,15.88,31.31666667
BD41,MYSRES04DEL02,24,4.8,12.3085,76.665808,12.3585,76.715808,Snack ,scooter ,18.08,81,0,broken clouds,,Moderate,8.92,29.71666667
B9E9,RANCHIRES12DEL03,39,4.4,0,0,0.06,0.06,Meal ,motorcycle ,26.28,84,0,broken clouds,,N/A,N/A,#VALUE!
D878,AGRRES07DEL03,37,4.2,27.160934,78.044095,27.250934,78.134095,Meal ,electric_scooter ,21.55,52,0,clear sky,,High,22.82,35.8
9B0F,VADRES13DEL01,34,4.6,22.310237,73.158921,22.350237,73.198921,Snack ,scooter ,18.99,82,0,haze,,Low,8.57,21.16666667
9EB1,HYDRES02DEL02,34,4.9,17.41233,78.449654,17.46233,78.499654,Snack ,motorcycle ,21.4,64,0,broken clouds,,Moderate,10.22,26.13333333
B449,MUMRES16DEL01,21,4.6,19.120083,72.907385,19.130083,72.917385,Snack ,motorcycle ,26.69,44,0,smoke,,Very Low,2.48,19.18333333
36BE,BANGRES09DEL02,35,4.6,12.934179,77.615797,12.984179,77.665797,Meal ,scooter ,19.75,92,0,mist,,High,11.88,34.95
5621,PUNERES15DEL01,37,4.9,18.636215,73.751081,18.646215,73.761081,Meal ,motorcycle ,19.08,65,0,few clouds,,Low,5.03,15.56666667
1404,BANGRES11DEL02,37,4.7,12.934365,77.616155,12.984365,77.666155,Snack ,motorcycle ,19.75,92,0,mist,,High,11.95,38.56666667
4C7B,MUMRES12DEL03,26,4.6,19.207222,72.972281,19.297222,73.062281,Snack ,scooter ,26.96,49,0,clear sky,,High,18.24,41.18333333
644A,VADRES15DEL01,29,4.8,0,0,0.01,0.01,Meal ,motorcycle ,26.29,85,0.12,light rain,,N/A,N/A,#N/A
128A,INDORES08DEL01,24,4.2,22.725748,75.898497,22.735747,75.908497,Snack ,motorcycle ,17.03,72,0,haze,,Very Low,2.18,15.43333333
B690,VADRES01DEL03,39,4.8,22.307898,73.167788,22.337898,73.197788,Snack ,motorcycle ,22.86,42,0,clear sky,,Low,7.41,18.08333333
B95D,BANGRES010DEL02,22,4.2,12.933298,77.614293,13.063298,77.744293,Meal ,scooter ,19.19,93,0,mist,,Very High,29.5,55.6
21F0,COIMBRES07DEL02,27,4.7,10.96185,76.971082,11.04185,77.051082,Meal ,motorcycle ,25.03,73,0,mist,,High,18.08,39.48333333
8A66,RANCHIRES04DEL02,35,4.7,23.359033,85.325347,23.409033,85.375347,Meal ,motorcycle ,17.72,68,0,clear sky,,Moderate,10.37,25.5
A448,BANGRES14DEL01,29,4.7,12.949934,77.699386,13.019934,77.769386,Drinks ,motorcycle ,19.62,93,0,mist,,High,14.79,51.18333333
70EB,MYSRES14DEL02,28,4.6,0,0,0.13,0.13,Snack ,scooter ,26.27,84,0,overcast clouds,,N/A,N/A,#VALUE!
9B10,INDORES16DEL01,27,5,22.744648,75.894377,22.814648,75.964377,Drinks ,scooter ,17.2,72,0,haze,,Moderate,16.74,40.78333333
C4E,PUNERES17DEL03,21,4.6,18.530963,73.828972,18.590963,73.888972,Snack ,motorcycle ,19.18,65,0,clear sky,,Moderate,12.23,30.33333333
C21A,KNPRES15DEL02,22,4.8,26.482419,80.320939,26.562419,80.400939,Buffet ,scooter ,21.71,56,0,clear sky,,High,16.95,39.31666667
1AA0,HYDRES13DEL03,30,4.6,17.431477,78.40035,17.461477,78.43035,Buffet ,scooter ,21.42,65,0,broken clouds,,Moderate,8.91,27.65
D914,DEHRES17DEL03,24,4.9,30.327968,78.046106,30.357968,78.076106,Meal ,scooter ,16.03,76,0,clear sky,,Low,5.45,13.41666667
AC3,MYSRES07DEL01,29,4.6,12.325461,76.632278,12.435461,76.742278,Meal ,scooter ,18.01,82,0,broken clouds,,Moderate,21.9,30.35
8BA5,BANGRES05DEL02,27,5,12.970324,77.645748,13.050324,77.725748,Buffet ,motorcycle ,19.4,93,0,mist,,High,17.71,39.05
4791,CHENRES04DEL02,32,4.9,13.02978,80.208812,13.07978,80.258812,Snack ,scooter ,26.42,88,0,mist,,Moderate,10.61,32.1
DAD,MUMRES010DEL02,29,4.8,19.003517,72.82765,19.083517,72.90765,Snack ,motorcycle ,26.97,44,0,smoke,,High,16.16,48.51666667
1C7B,SURRES14DEL02,34,4.7,21.157729,72.768726,21.237729,72.848726,Meal ,scooter ,22.99,43,0,clear sky,,Moderate,14.17,29.46666667
B74B,BANGRES18DEL02,33,4.7,12.913041,77.683237,12.963041,77.733237,Meal ,motorcycle ,19.76,93,0,mist,,High,13.65,36.96666667
7DA8,RANCHIRES18DEL01,33,4.7,23.351489,85.324253,23.391489,85.364253,Meal ,electric_scooter ,17.71,68,0,clear sky,,Low,7.64,18.46666667
26B0,SURRES12DEL01,33,4.7,21.183434,72.814492,21.193434,72.824492,Meal ,scooter ,23.39,44,0,clear sky,,Very Low,2.2,8.25
419C,RANCHIRES06DEL01,28,4.7,23.357804,85.325146,23.397804,85.365146,Snack ,motorcycle ,16.01,94,0,mist,,Low,8.21,26.08333333
E8F,INDORES11DEL01,29,4.9,22.751234,75.88949,22.821234,75.95949,Buffet ,motorcycle ,17.19,72,0,haze,,Moderate,15.88,31.31666667
11DF,JAPRES010DEL02,22,4.7,26.921411,75.793604,27.001411,75.873604,Snack ,motorcycle ,19.72,46,0,clear sky,,Moderate,15.73,33.58333333
B41C,PUNERES15DEL01,32,4.9,18.636215,73.751081,18.746215,73.861081,Snack ,motorcycle ,18.78,65,0,few clouds,,Very High,26.46,58.08333333
9B09,MYSRES06DEL03,27,4.9,12.323994,76.626167,12.353994,76.656167,Snack ,motorcycle ,18.25,81,0,broken clouds,,Low,7.18,21.86666667
5F27,PUNERES04DEL02,31,4.7,18.51421,73.838429,18.59421,73.918429,Meal ,motorcycle ,19.06,65,0,clear sky,,High,14.85,33.48333333
6251,COIMBRES01DEL03,29,4.3,11.016298,76.972076,11.076298,77.032076,Buffet ,motorcycle ,25,73,0,mist,,Moderate,13.46,29.03333333
4EA5,COIMBRES06DEL01,35,4.5,11.021278,76.995017,11.131278,77.105017,Meal ,motorcycle ,25.18,73,0,mist,,High,21.79,43.53333333
AE53,CHENRES18DEL02,27,4.2,12.981615,80.231598,13.001615,80.251598,Meal ,motorcycle ,26.42,88,0,mist,,Low,6.07,17.46666667
AF31,VADRES20DEL02,32,3.5,22.311358,73.164798,22.391358,73.244798,Snack ,motorcycle ,22.64,43,0,clear sky,,Moderate,15.72,33.4
876D,INDORES14DEL02,21,4.9,22.761593,75.886362,22.811593,75.936362,Buffet ,motorcycle ,17.16,72,0,haze,,Moderate,10.95,24.73333333
25FE,RANCHIRES18DEL01,39,4.1,23.351489,85.324253,23.461489,85.434253,Buffet ,motorcycle ,16.21,94,0,mist,,High,18.52,37.23333333
35FD,INDORES13DEL02,33,3.7,22.745049,75.892471,22.825049,75.972471,Meal ,electric_scooter ,17.23,53,0,clear sky,,Moderate,17.06,28.75
D305,KNPRES17DEL03,27,4.9,26.483042,80.317833,26.573042,80.407833,Meal ,scooter ,21.77,56,0,clear sky,,High,17.7,42.86666667
6039,INDORES13DEL02,30,4.5,22.745049,75.892471,22.795049,75.942471,Buffet ,scooter ,17.14,72,0,haze,,Moderate,11.78,30.13333333
8D78,JAPRES09DEL01,39,4.7,26.911378,75.789034,27.021378,75.899034,Drinks ,scooter ,19.88,46,0,clear sky,,High,20.42,51.63333333
8D14,MUMRES12DEL02,20,4.6,19.207222,72.972281,19.227222,72.992281,Buffet ,motorcycle ,27.01,48,0,clear sky,,Low,3.86,14.56666667
4CC4,VADRES04DEL03,32,4.3,0,0,0.06,0.06,Buffet ,motorcycle ,26.28,84,0,broken clouds,,N/A,N/A,#VALUE!
D88D,KNPRES17DEL02,21,4.5,26.483042,80.317833,26.533042,80.367833,Drinks ,motorcycle ,21.8,55,0,clear sky,,Moderate,12.15,37.53333333
2.00E+55,RANCHIRES11DEL01,33,4.5,23.359194,85.325447,23.369194,85.335447,Snack ,scooter ,15.99,94,0,mist,,Very Low,1.9,13.88333333
593C,JAPRES16DEL03,37,5,26.849596,75.800512,26.909596,75.860512,Meal ,motorcycle ,19.62,68,0,haze,,Moderate,12.61,25.7
ADD7,PUNERES03DEL02,25,4,18.554382,73.798206,18.604382,73.848206,Buffet ,motorcycle ,19.16,65,0,clear sky,,High,11.42,33.76666667
42A8,RANCHIRES07DEL01,31,4.6,23.359407,85.325055,23.399407,85.365055,Snack ,scooter ,16.01,94,0,mist,,Low,7.96,24.81666667
5630,INDORES03DEL01,28,4.9,22.751857,75.866699,22.861857,75.976699,Buffet ,scooter ,17.29,53,0,clear sky,,High,19.17,41.86666667
3589,PUNERES03DEL01,36,5,18.554382,73.798206,18.624382,73.868206,Drinks ,motorcycle ,18.97,65,0,clear sky,,High,17.97,51.13333333
968E,COIMBRES07DEL01,39,4.4,10.96185,76.971082,11.00185,77.011082,Meal ,electric_scooter ,25.03,73,0,mist,,Low,9.89,23.95
3A82,HYDRES02DEL03,21,4.8,17.41233,78.449654,17.44233,78.479654,Snack ,motorcycle ,21.58,64,0,broken clouds,,Low,6.99,20.81666667
9C1E,PUNERES12DEL01,27,4.9,18.520016,73.830547,18.530016,73.840547,Drinks ,motorcycle ,19.21,64,0,clear sky,,Very Low,2.89,17.65
6174,PUNERES02DEL02,29,4.6,18.55144,73.804855,18.63144,73.884855,Meal ,motorcycle ,19.01,65,0,clear sky,,Very High,22.88,51.01666667
ABD3,COIMBRES12DEL03,26,5,11.000762,76.981876,11.030762,77.011876,Buffet ,scooter ,24.9,73,0,mist,,Low,6.76,23.63333333
7595,VADRES07DEL01,21,4.9,0,0,0.01,0.01,Meal ,scooter ,26.29,85,0.12,light rain,,N/A,N/A,#N/A
1500,SURRES18DEL01,20,4.1,21.149834,72.778666,21.189834,72.818666,Meal ,motorcycle ,23.39,44,0,clear sky,,Low,7.83,18.21666667
ACA5,SURRES13DEL01,22,4.8,21.170096,72.789122,21.180096,72.799122,Meal ,electric_scooter ,23.61,44,0,clear sky,,Very Low,2.69,6.033333333
9D17,PUNERES16DEL01,38,4.6,18.536718,73.830327,18.646718,73.940327,Snack ,motorcycle ,19.35,65,0,clear sky,,Very High,27.74,61.71666667
4A84,VADRES06DEL01,30,4.6,22.31279,73.170283,22.42279,73.280283,Buffet ,motorcycle ,22.47,44,0,clear sky,,High,20.29,41.9
CBB0,KOCRES15DEL01,22,4.8,10.027364,76.308258,10.097364,76.378258,Drinks ,motorcycle ,22.97,94,0,mist,,High,16.07,46.01666667
777E,SURRES12DEL02,30,4.6,21.183434,72.814492,21.233434,72.864492,Buffet ,electric_scooter ,23,43,0,clear sky,,Moderate,11.01,25.45
B260,VADRES09DEL03,34,4.7,0,0,0.06,0.06,Snack ,electric_scooter ,26.28,84,0,broken clouds,,N/A,N/A,#VALUE!
68DD,VADRES14DEL03,26,4.6,22.311603,73.165012,22.401603,73.255012,Drinks ,motorcycle ,22.57,44,0,clear sky,,Moderate,18.1,38.4
CE01,AURGRES09DEL02,22,4.6,19.874103,75.368419,19.924103,75.418419,Buffet ,scooter ,17.74,82,0,mist,,Moderate,11.84,32.11666667
69D6,SURRES07DEL01,28,4.7,21.170798,72.790489,21.240798,72.860489,Meal ,scooter ,22.97,43,0,clear sky,,Moderate,13.54,27.4
2F1C,MYSRES19DEL02,20,4.5,12.334022,76.618203,12.414022,76.698203,Buffet ,electric_scooter ,18.34,82,0,scattered clouds,,Moderate,16.37,29.81666667
878E,RANCHIRES12DEL02,25,4.6,0,0,0.08,0.08,Snack ,motorcycle ,26.27,84,0,broken clouds,,N/A,N/A,#VALUE!
9372,JAPRES20DEL02,33,4.9,26.956431,75.776649,27.036431,75.856649,Drinks ,motorcycle ,18.92,46,0,clear sky,,High,16.67,43.56666667
C511,DEHRES06DEL02,26,4.7,30.361281,78.068022,30.441281,78.148022,Snack ,scooter ,9.11,79,0,clear sky,,Very High,25.79,76.25
B7B3,PUNERES11DEL02,37,4.6,18.533811,73.899315,18.583811,73.949315,Snack ,motorcycle ,19.18,65,0,clear sky,,High,14.65,36.96666667
ACB4,MUMRES05DEL02,31,4.6,18.927584,72.832585,18.947584,72.852585,Snack ,motorcycle ,27.05,44,0,smoke,,Low,4.2,23.88333333
7C2B,INDORES01DEL01,27,4.8,22.695207,75.866059,22.805207,75.976059,Drinks ,motorcycle ,17.18,53,0,clear sky,,Very High,24.91,57.25
88A7,JAPRES11DEL01,37,4.5,26.90294,75.793007,27.01294,75.903007,Drinks ,motorcycle ,19.9,46,0,clear sky,,High,19.99,48.88333333
8C94,PUNERES17DEL01,22,4.5,18.530963,73.828972,18.540963,73.838972,Buffet ,scooter ,19.18,65,0,clear sky,,Very Low,2.5,11.51666667
75F4,HYDRES12DEL01,27,4.7,17.429585,78.392621,17.439585,78.402621,Snack ,motorcycle ,21.27,66,0,broken clouds,,Very Low,2.17,15.43333333
6C7F,INDORES03DEL02,38,4.8,22.751857,75.866699,22.801857,75.916699,Snack ,motorcycle ,17.16,72,0,haze,,Moderate,10.17,28.8
56C,RANCHIRES13DEL03,29,4.6,-23.374989,85.335486,23.434989,85.395486,Meal ,electric_scooter ,16.23,94,0,mist,,N/A,N/A,#VALUE!
D322,LUDHRES04DEL01,25,4.8,30.914057,75.83982,31.024057,75.94982,Drinks ,electric_scooter ,18.53,58,0,clear sky,,High,35.24,54.7
7AE3,COIMBRES12DEL02,39,4.9,11.000762,76.981876,11.020762,77.001876,Drinks ,motorcycle ,24.95,73,0,mist,,Low,4.82,25.11666667
42C1,PUNERES15DEL01,28,5,18.636215,73.751081,18.646215,73.761081,Drinks ,motorcycle ,19.08,65,0,few clouds,,Low,5.03,24.56666667
4EAF,HYDRES02DEL01,23,4.9,17.41233,78.449654,17.48233,78.519654,Drinks ,scooter ,21.27,64,0,broken clouds,,High,14.01,41.23333333
AF49,SURRES03DEL02,30,4.4,21.186884,72.793616,21.316884,72.923616,Meal ,motorcycle ,22.76,43,0,clear sky,,High,22.73,39
D24B,KOLRES17DEL02,39,4.6,22.569358,88.433452,22.699358,88.563452,Meal ,motorcycle ,22.99,83,0,haze,,Very High,30.9,61.13333333
93DC,JAPRES09DEL03,21,4.7,26.911378,75.789034,27.001378,75.879034,Snack ,motorcycle ,19.94,46,0,clear sky,,High,18.73,40.83333333
382D,INDORES02DEL01,29,4.8,22.651847,75.881991,22.721847,75.951991,Buffet ,scooter ,17.07,72,0,haze,,Moderate,16.29,33.08333333
3B34,BANGRES09DEL02,33,4.6,12.934179,77.615797,12.954179,77.635797,Buffet ,motorcycle ,19.75,91,0,mist,,Low,4.97,24.55
554A,HYDRES06DEL02,21,4.7,17.455894,78.375467,17.505894,78.425467,Buffet ,motorcycle ,21.2,65,0,broken clouds,,Moderate,11.6,31.48333333
471,CHENRES16DEL02,29,4.6,-13.049645,-80.242268,13.179645,80.372268,Drinks ,bicycle ,26.4,92,0,scattered clouds,,N/A,N/A,#VALUE!
4928,BANGRES01DEL01,26,4.6,12.933284,77.615428,12.943284,77.625428,Meal ,electric_scooter ,19.8,91,0,mist,,Low,2.7,16.21666667
6EEB,JAPRES18DEL02,23,4.6,26.913987,75.752891,26.933987,75.772891,Meal ,motorcycle ,19.64,68,0,haze,,Low,4.13,13.71666667
C423,KNPRES18DEL02,39,4.8,26.474133,80.3481,26.494133,80.3681,Meal ,motorcycle ,21.83,55,0,clear sky,,High,10.83,33.03333333
8B67,SURRES010DEL02,26,4.5,21.17106,72.789292,21.30106,72.919292,Meal ,motorcycle ,22.81,43,0,clear sky,,High,23.65,42.38333333
233A,RANCHIRES03DEL03,29,4.6,0,0,0.06,0.06,Snack ,motorcycle ,26.28,84,0,broken clouds,,N/A,N/A,#VALUE!
C3B2,GOARES15DEL02,37,5,15.51315,73.78346,15.53315,73.80346,Snack ,motorcycle ,25.89,83,0,mist,,Low,6.64,23.31666667
7D59,CHENRES04DEL02,30,4.7,13.02978,80.208812,13.07978,80.258812,Buffet ,scooter ,26.42,88,0,mist,,Moderate,10.61,30.1
3D53,SURRES13DEL02,39,4.7,21.170096,72.789122,21.190096,72.809122,Snack ,motorcycle ,23.54,44,0,clear sky,,Very Low,5.52,14.86666667
1417,COIMBRES17DEL02,31,4.9,11.026117,76.944652,11.046117,76.964652,Meal ,scooter ,24.8,73,0,mist,,Low,4.62,16.83333333
2D3D,JAPRES07DEL01,24,4.3,26.766536,75.837333,26.876536,75.947333,Drinks ,motorcycle ,20.16,68,0,haze,,High,33.29,45.88333333
630C,SURRES06DEL03,22,4.6,21.185047,72.80859,21.245047,72.86859,Snack ,scooter ,22.9,43,0,clear sky,,Moderate,13.02,31.01666667
1F16,JAPRES12DEL02,31,4.5,26.902908,75.792934,26.922908,75.812934,Snack ,motorcycle ,19.6,68,0,haze,,Low,3.77,16.56666667
9FAB,HYDRES16DEL03,34,4.7,17.440827,78.393391,17.500827,78.453391,Buffet ,motorcycle ,21.37,64,0,broken clouds,,Moderate,14.16,32.8
7776,MYSRES11DEL01,20,4.9,12.323225,76.630028,12.363225,76.670028,Drinks ,motorcycle ,18.37,81,0,broken clouds,,Moderate,9.16,34.23333333
2065,INDORES09DEL02,37,4.9,22.725835,75.887648,22.855835,76.017648,Buffet ,scooter ,17.29,53,0,clear sky,,Very High,27.38,48.73333333
5.00E+09,INDORES13DEL02,37,4.9,22.745049,75.892471,22.795049,75.942471,Meal ,motorcycle ,17.14,72,0,haze,,Moderate,11.78,28.16666667
2703,HYDRES13DEL03,21,4.8,17.431477,78.40035,17.491477,78.46035,Buffet ,motorcycle ,21.4,64,0,broken clouds,,High,16.48,39.25
59EA,COIMBRES19DEL03,21,4.9,11.022298,76.998349,11.082298,77.058349,Buffet ,motorcycle ,24.97,73,0,mist,,Moderate,11.43,26.51666667
8.20E+03,SURRES04DEL02,24,4.7,21.173493,72.801953,21.193493,72.821953,Snack ,scooter ,23.39,44,0,clear sky,,Low,3.79,16.3
870A,VADRES09DEL01,26,5,0,0,0.11,0.11,Buffet ,scooter ,26.27,84,0,overcast clouds,,N/A,N/A,#VALUE!
B9D2,SURRES13DEL01,23,4.9,21.170096,72.789122,21.180096,72.799122,Buffet ,electric_scooter ,23.61,44,0,clear sky,,Very Low,2.69,8.033333333
CC44,LUDHRES18DEL03,30,4.2,30.890184,75.829615,30.980184,75.919615,Buffet ,scooter ,18.71,58,0,clear sky,,High,19.03,37.81666667
840B,RANCHIRES11DEL01,37,4.5,23.359194,85.325447,23.469194,85.435447,Snack ,motorcycle ,16.29,67,0,clear sky,,High,19.03,38.41666667
3F9F,RANCHIRES01DEL01,34,4.5,23.416792,85.316842,23.526792,85.426842,Meal ,electric_scooter ,15.92,67,0,clear sky,,High,19.93,32.26666667
3F06,MUMRES04DEL02,31,4.8,19.254567,72.848923,19.274567,72.868923,Snack ,scooter ,27.02,47,0,clear sky,,Low,5.17,24.61666667
3F2C,INDORES07DEL03,25,4.7,22.722634,75.886959,22.752634,75.916959,Drinks ,motorcycle ,17.08,72,0,haze,,Low,6.17,28.28333333
75F2,CHENRES05DEL03,24,4.9,13.058616,80.264151,13.148616,80.354151,Buffet ,scooter ,26.42,87,0,scattered clouds,,Very High,17.05,56.91666667
69CC,RANCHIRES14DEL03,33,4.9,0,0,0.06,0.06,Drinks ,motorcycle ,26.28,84,0,broken clouds,,N/A,N/A,#VALUE!
98BD,HYDRES13DEL03,31,4.5,17.431477,78.40035,17.521477,78.49035,Meal ,motorcycle ,21.19,64,0,overcast clouds,,High,22.71,47.6
B556,VADRES08DEL02,38,4.8,0,0,0.02,0.02,Snack ,electric_scooter ,26.29,85,0.11,light rain,,N/A,N/A,#N/A
A8AC,SURRES15DEL03,36,4.9,21.160522,72.771477,21.250522,72.861477,Meal ,scooter ,22.93,43,0,clear sky,,High,16.08,32.85
71BC,MYSRES09DEL02,38,4.8,12.323194,76.630583,12.453194,76.760583,Drinks ,motorcycle ,18.02,82,0,broken clouds,,High,25.47,50.35
C631,AURGRES01DEL02,28,4.8,19.876219,75.346017,19.896219,75.366017,Drinks ,motorcycle ,17.81,82,0,mist,,Low,6.22,27.91666667
71B,BANGRES12DEL03,29,4.6,12.939496,77.625999,12.969496,77.655999,Drinks ,scooter ,19.7,91,0,mist,,Moderate,6.93,36.13333333
416,INDORES08DEL03,29,4.6,22.725748,75.898497,22.785747,75.958497,Drinks ,scooter ,17.14,72,0,haze,,High,16.98,47.25
8DF,JAPRES20DEL02,29,4.6,26.956431,75.776649,27.006431,75.826649,Meal ,scooter ,19.35,45,0,clear sky,,Moderate,10.34,26.5
84A8,SURRES04DEL02,28,4.7,21.173493,72.801953,21.253493,72.881953,Buffet ,motorcycle ,22.88,43,0,clear sky,,High,15.56,33.88333333
A0D1,VADRES11DEL01,39,4.7,22.308096,73.167753,22.318096,73.177753,Snack ,motorcycle ,22.96,42,0,clear sky,,Low,5.17,15.71666667
D51B,LUDHRES19DEL02,20,4.8,30.902872,75.826808,30.922872,75.846808,Drinks ,motorcycle ,18.93,57,0,clear sky,,Low,3.85,20.43333333
AE00,SURRES13DEL01,36,4.9,21.170096,72.789122,21.280096,72.899122,Snack ,motorcycle ,22.85,43,0,clear sky,,High,22.99,46.31666667
E1EC,ALHRES04DEL01,27,4.6,0,0,0.01,0.01,Meal ,electric_scooter ,26.29,85,0.12,light rain,,N/A,N/A,#N/A
C673,ALHRES14DEL02,20,5,25.459775,81.834841,25.509775,81.884841,Meal ,scooter ,22.3,54,0,clear sky,,High,13.97,31.71666667
CB6F,GOARES03DEL02,22,2.6,15.574828,73.766883,15.654828,73.846883,Meal ,scooter ,25.89,60,0,scattered clouds,,High,18.36,34.21666667
D830,ALHRES01DEL03,20,3.1,25.454648,81.834502,25.594648,81.974502,Meal ,motorcycle ,21.74,56,0,clear sky,,Very High,28.06,58.95
84DA,MUMRES20DEL01,21,4.6,19.103249,72.846749,19.213249,72.956749,Snack ,motorcycle ,26.86,44,0,smoke,,Very High,26.9,64.13333333
643,HYDRES14DEL02,29,4.6,17.426228,78.407495,17.446228,78.427495,Meal ,motorcycle ,21.32,65,0,broken clouds,,Low,4.82,16.08333333
CC1,HYDRES04DEL01,22,4.8,17.411028,78.329645,17.421028,78.339645,Buffet ,motorcycle ,21.24,67,0,broken clouds,,Very Low,1.83,9.6
